Date,Close,Open,High,Low,Vol.,Change %
"Nov 16, 2012",2301,"2,321.80","2,327.28","2,300.68",14.51M,-1.01%
"Nov 19, 2012",2355,"2,317.13","2,356.17","2,315.96",12.36M,2.34%
"Nov 20, 2012",2367,"2,346.48","2,370.42","2,346.48",9.46M,0.52%
"Nov 21, 2012",2375,"2,356.30","2,376.92","2,349.75",13.65M,0.34%
"Nov 22, 2012",2393,"2,377.83","2,395.18","2,377.75",11.68M,0.77%
"Nov 23, 2012",2409,"2,396.08","2,408.53","2,388.69",8.67M,0.65%
"Nov 26, 2012",2401,"2,402.82","2,408.68","2,396.71",9.35M,-0.33%
"Nov 27, 2012",2405,"2,405.34","2,420.80","2,399.49",13.75M,0.18%
"Nov 28, 2012",2404,"2,402.36","2,409.48","2,389.58",11.38M,-0.02%
"Nov 29, 2012",2452,"2,418.12","2,452.90","2,415.00",14.92M,1.96%
"Nov 30, 2012",2437,"2,450.01","2,453.90","2,436.95",14.88M,-0.59%
"Dec 03, 2012",2440,"2,436.62","2,459.69","2,436.62",11.63M,0.14%
"Dec 04, 2012",2443,"2,435.22","2,448.29","2,432.98",10.56M,0.10%
"Dec 05, 2012",2440,"2,450.47","2,457.62","2,434.23",13.89M,-0.13%
"Dec 06, 2012",2417,"2,417.15","2,425.32","2,411.50",45.56M,-0.93%
"Dec 07, 2012",2424,"2,415.97","2,427.39","2,408.61",14.90M,0.29%
"Dec 10, 2012",2423,"2,416.27","2,424.21","2,409.67",10.40M,-0.04%
"Dec 11, 2012",2431,"2,414.17","2,432.00","2,412.06",19.92M,0.34%
"Dec 12, 2012",2438,"2,433.71","2,438.72","2,427.13",14.19M,0.29%
"Dec 13, 2012",2443,"2,441.40","2,444.48","2,428.50",14.49M,0.17%
"Dec 14, 2012",2458,"2,443.49","2,457.80","2,441.85",14.92M,0.62%
"Dec 17, 2012",2464,"2,455.15","2,463.88","2,450.23",11.43M,0.25%
"Dec 18, 2012",2480,"2,473.81","2,482.60","2,471.55",15.15M,0.67%
"Dec 19, 2012",2501,"2,489.52","2,506.77","2,488.18",14.57M,0.82%
"Dec 20, 2012",2492,"2,494.22","2,504.69","2,492.20",13.51M,-0.34%
"Dec 21, 2012",2485,"2,482.19","2,486.93","2,475.14",23.28M,-0.29%
"Dec 24, 2012",2477,"2,477.74","2,480.13","2,472.95",3.19M,-0.32%
"Dec 27, 2012",2487,"2,474.64","2,490.94","2,474.64",8.73M,0.38%
"Dec 28, 2012",2466,"2,487.87","2,489.68","2,463.22",8.74M,-0.82%
"Dec 31, 2012",2476,"2,460.83","2,482.49","2,456.52",3.84M,0.39%
"Jan 02, 2013",2515,"2,508.17","2,518.57","2,502.72",11.71M,1.59%
"Jan 03, 2013",2517,"2,511.23","2,519.45","2,507.39",8.81M,0.06%
"Jan 04, 2013",2516,"2,513.01","2,516.32","2,495.16",10.04M,-0.02%
"Jan 07, 2013",2503,"2,517.60","2,518.20","2,500.71",10.68M,-0.52%
"Jan 08, 2013",2498,"2,497.35","2,508.89","2,492.75",11.56M,-0.22%
"Jan 09, 2013",2506,"2,503.44","2,510.00","2,490.51",11.55M,0.35%
"Jan 10, 2013",2505,"2,504.58","2,521.27","2,501.50",15.74M,-0.04%
"Jan 11, 2013",2497,"2,508.39","2,511.15","2,486.87",11.99M,-0.34%
"Jan 14, 2013",2491,"2,503.20","2,507.66","2,489.36",9.81M,-0.22%
"Jan 15, 2013",2499,"2,489.89","2,503.77","2,486.41",10.85M,0.32%
"Jan 16, 2013",2504,"2,496.66","2,505.32","2,487.98",9.59M,0.20%
"Jan 17, 2013",2532,"2,510.07","2,532.43","2,508.83",12.48M,1.12%
"Jan 18, 2013",2540,"2,534.42","2,546.09","2,532.25",10.63M,0.28%
"Jan 21, 2013",2547,"2,545.12","2,549.62","2,541.02",6.68M,0.31%
"Jan 22, 2013",2550,"2,545.28","2,552.18","2,532.17",9.87M,0.09%
"Jan 23, 2013",2535,"2,551.02","2,553.73","2,533.44",12.35M,-0.56%
"Jan 24, 2013",2554,"2,535.26","2,556.34","2,531.21",12.41M,0.73%
"Jan 25, 2013",2571,"2,555.10","2,573.66","2,554.66",11.76M,0.65%
"Jan 28, 2013",2575,"2,574.36","2,584.97","2,562.57",10.89M,0.16%
"Jan 29, 2013",2572,"2,576.85","2,580.76","2,560.61",11.23M,-0.11%
"Jan 30, 2013",2560,"2,575.91","2,579.82","2,554.59",15.28M,-0.48%
"Jan 31, 2013",2520,"2,555.60","2,562.91","2,520.35",19.19M,-1.53%
"Feb 01, 2013",2560,"2,524.01","2,563.08","2,524.01",15.27M,1.57%
"Feb 04, 2013",2506,"2,560.13","2,561.54","2,506.23",16.08M,-2.10%
"Feb 05, 2013",2519,"2,494.72","2,524.82","2,494.72",12.42M,0.50%
"Feb 06, 2013",2503,"2,517.76","2,530.06","2,491.52",12.76M,-0.61%
"Feb 07, 2013",2493,"2,498.58","2,515.67","2,492.04",14.01M,-0.40%
"Feb 08, 2013",2506,"2,497.27","2,509.34","2,488.16",11.97M,0.51%
"Feb 11, 2013",2498,"2,505.67","2,512.93","2,491.43",9.09M,-0.31%
"Feb 12, 2013",2518,"2,501.91","2,519.92","2,494.32",11.74M,0.81%
"Feb 13, 2013",2534,"2,524.77","2,539.79","2,519.80",12.30M,0.63%
"Feb 14, 2013",2547,"2,558.10","2,563.84","2,531.42",18.76M,0.52%
"Feb 15, 2013",2536,"2,545.47","2,550.02","2,534.81",12.38M,-0.45%
"Feb 18, 2013",2521,"2,531.52","2,533.52","2,510.90",8.66M,-0.59%
"Feb 19, 2013",2557,"2,518.68","2,559.59","2,517.85",11.55M,1.42%
"Feb 20, 2013",2558,"2,561.86","2,574.48","2,554.55",11.86M,0.06%
"Feb 21, 2013",2509,"2,547.99","2,551.13","2,505.58",16.32M,-1.91%
"Feb 22, 2013",2551,"2,520.04","2,551.01","2,519.71",13.10M,1.65%
"Feb 25, 2013",2559,"2,557.00","2,584.18","2,546.60",14.42M,0.32%
"Feb 26, 2013",2511,"2,492.77","2,531.71","2,489.60",18.29M,-1.89%
"Feb 27, 2013",2544,"2,518.54","2,546.69","2,508.23",13.90M,1.34%
"Feb 28, 2013",2569,"2,562.77","2,569.17","2,547.36",19.62M,0.98%
"Mar 01, 2013",2547,"2,556.60","2,564.77","2,522.27",17.07M,-0.87%
"Mar 04, 2013",2542,"2,542.97","2,548.12","2,528.67",11.77M,-0.19%
"Mar 05, 2013",2591,"2,559.85","2,594.53","2,557.52",13.28M,1.92%
"Mar 06, 2013",2589,"2,594.87","2,603.25","2,588.02",10.65M,-0.06%
"Mar 07, 2013",2602,"2,587.23","2,611.31","2,579.51",12.10M,0.51%
"Mar 08, 2013",2633,"2,611.05","2,632.52","2,609.52",12.60M,1.16%
"Mar 11, 2013",2633,"2,630.40","2,633.13","2,619.75",9.03M,0.02%
"Mar 12, 2013",2627,"2,629.39","2,639.94","2,621.44",9.70M,-0.21%
"Mar 13, 2013",2632,"2,629.97","2,632.67","2,614.68",9.28M,0.17%
"Mar 14, 2013",2648,"2,638.07","2,650.51","2,637.29",12.10M,0.59%
"Mar 15, 2013",2629,"2,644.92","2,646.03","2,625.31",24.26M,-0.72%
"Mar 18, 2013",2619,"2,580.54","2,624.25","2,580.54",12.79M,-0.37%
"Mar 19, 2013",2597,"2,618.08","2,624.58","2,592.88",11.27M,-0.82%
"Mar 20, 2013",2617,"2,601.94","2,620.65","2,601.94",12.23M,0.77%
"Mar 21, 2013",2613,"2,615.28","2,621.80","2,594.25",16.72M,-0.15%
"Mar 22, 2013",2620,"2,611.86","2,628.86","2,599.91",14.22M,0.24%
"Mar 25, 2013",2595,"2,643.01","2,646.50","2,589.07",14.07M,-0.93%
"Mar 26, 2013",2594,"2,596.21","2,602.21","2,580.54",12.44M,-0.06%
"Mar 27, 2013",2578,"2,606.32","2,608.01","2,562.35",14.34M,-0.60%
"Mar 28, 2013",2592,"2,571.69","2,602.41","2,571.69",11.79M,0.54%
"Apr 02, 2013",2627,"2,594.38","2,629.43","2,586.12",13.27M,1.33%
"Apr 03, 2013",2587,"2,612.54","2,620.77","2,583.34",12.13M,-1.50%
"Apr 04, 2013",2579,"2,595.67","2,615.62","2,575.26",12.91M,-0.32%
"Apr 05, 2013",2544,"2,586.51","2,592.79","2,526.56",15.44M,-1.36%
"Apr 08, 2013",2545,"2,548.51","2,567.57","2,542.18",9.32M,0.03%
"Apr 09, 2013",2559,"2,559.58","2,567.23","2,549.89",10.70M,0.55%
"Apr 10, 2013",2624,"2,568.95","2,624.19","2,568.84",15.81M,2.56%
"Apr 11, 2013",2637,"2,624.74","2,642.01","2,620.18",13.08M,0.50%
"Apr 12, 2013",2616,"2,632.28","2,634.69","2,611.47",11.48M,-0.83%
"Apr 15, 2013",2594,"2,617.32","2,627.27","2,585.85",12.79M,-0.84%
"Apr 16, 2013",2575,"2,577.88","2,588.04","2,557.95",14.91M,-0.73%
"Apr 17, 2013",2528,"2,587.28","2,587.30","2,522.54",15.44M,-1.80%
"Apr 18, 2013",2528,"2,534.75","2,546.18","2,515.75",12.96M,-0.01%
"Apr 19, 2013",2554,"2,541.69","2,559.10","2,537.56",14.31M,1.02%
"Apr 22, 2013",2588,"2,574.00","2,603.10","2,567.59",14.12M,1.32%
"Apr 23, 2013",2641,"2,583.86","2,641.01","2,583.86",19.15M,2.06%
"Apr 24, 2013",2658,"2,641.00","2,659.61","2,627.09",17.17M,0.63%
"Apr 25, 2013",2651,"2,620.97","2,657.26","2,620.97",14.26M,-0.25%
"Apr 26, 2013",2610,"2,623.54","2,626.23","2,607.32",11.96M,-1.54%
"Apr 29, 2013",2646,"2,622.07","2,645.65","2,618.08",12.60M,1.36%
"Apr 30, 2013",2643,"2,633.77","2,647.04","2,626.46",14.90M,-0.08%
"May 02, 2013",2661,"2,639.30","2,665.49","2,630.15",18.57M,0.66%
"May 03, 2013",2696,"2,665.72","2,696.36","2,661.06",16.27M,1.33%
"May 06, 2013",2697,"2,697.18","2,703.61","2,690.96",6.96M,0.01%
"May 07, 2013",2717,"2,706.65","2,722.19","2,703.02",12.02M,0.74%
