Date,Close,Open,High,Low,Vol.,Change %
"May 13, 2013",5353,"5,294.89","5,352.76","5,217.69",33.73M,1.09%
"May 14, 2013",5366,"5,352.74","5,375.47","5,340.82",21.67M,0.25%
"May 15, 2013",5437,"5,366.31","5,442.38","5,345.58",40.67M,1.33%
"May 16, 2013",5482,"5,437.45","5,527.20","5,437.45",22.59M,0.81%
"May 17, 2013",5429,"5,481.70","5,499.11","5,420.21",17.12M,-0.96%
"May 20, 2013",5424,"5,429.18","5,452.63","5,374.82",30.87M,-0.10%
"May 21, 2013",5391,"5,423.61","5,423.61","5,374.88",29.96M,-0.60%
"May 22, 2013",5455,"5,390.82","5,467.69","5,369.41",21.44M,1.19%
"May 23, 2013",5431,"5,455.04","5,455.04","5,365.27",17.29M,-0.44%
"May 24, 2013",5466,"5,430.81","5,488.42","5,423.13",8.17M,0.65%
"May 27, 2013",5485,"5,466.22","5,530.64","5,448.25",6.65M,0.34%
"May 28, 2013",5494,"5,484.93","5,539.34","5,484.93",12.61M,0.17%
"May 29, 2013",5479,"5,494.08","5,494.08","5,457.92",10.71M,-0.27%
"May 30, 2013",5455,"5,479.19","5,482.35","5,443.68",24.75M,-0.44%
"May 31, 2013",5395,"5,454.82","5,465.50","5,381.09",10.92M,-1.09%
"Jun 03, 2013",5449,"5,395.49","5,449.43","5,362.27",13.95M,0.98%
"Jun 04, 2013",5463,"5,448.53","5,465.96","5,426.61",9.22M,0.27%
"Jun 05, 2013",5418,"5,463.18","5,464.05","5,394.10",16.03M,-0.83%
"Jun 06, 2013",5378,"5,417.93","5,417.93","5,358.18",18.92M,-0.73%
"Jun 07, 2013",5373,"5,378.43","5,378.68","5,348.01",10.37M,-0.11%
"Jun 10, 2013",5421,"5,372.56","5,426.66","5,372.56",30.76M,0.90%
"Jun 11, 2013",5419,"5,420.84","5,425.50","5,392.21",24.98M,-0.03%
"Jun 12, 2013",5400,"5,419.12","5,419.12","5,351.81",12.73M,-0.35%
"Jun 13, 2013",5363,"5,399.90","5,399.90","5,320.94",16.91M,-0.68%
"Jun 14, 2013",5366,"5,363.12","5,382.76","5,358.60",85.63M,0.05%
"Jun 17, 2013",5394,"5,365.61","5,399.86","5,365.61",13.20M,0.53%
"Jun 18, 2013",5383,"5,393.94","5,408.05","5,380.87",9.34M,-0.21%
"Jun 19, 2013",5378,"5,382.55","5,393.93","5,373.62",6.53M,-0.09%
"Jun 20, 2013",5328,"5,377.88","5,377.88","5,315.62",11.99M,-0.93%
"Jun 21, 2013",5314,"5,327.66","5,327.66","5,293.60",16.43M,-0.26%
"Jun 25, 2013",5246,"5,313.96","5,313.96","5,213.66",13.48M,-1.27%
"Jun 26, 2013",5223,"5,246.22","5,277.14","5,223.16",10.94M,-0.44%
"Jun 27, 2013",5283,"5,223.36","5,282.61","5,223.36",9.52M,1.13%
"Jun 28, 2013",5262,"5,282.61","5,307.69","5,261.77",14.39M,-0.39%
"Jul 01, 2013",5282,"5,261.77","5,306.85","5,261.64",5.54M,0.38%
"Jul 02, 2013",5244,"5,281.51","5,313.17","5,243.97",18.05M,-0.71%
"Jul 03, 2013",5244,"5,243.97","5,261.51","5,192.76",14.86M,0.00%
"Jul 04, 2013",5259,"5,244.15","5,268.38","5,226.77",12.52M,0.28%
"Jul 05, 2013",5277,"5,258.68","5,293.37","5,258.68",11.57M,0.35%
"Jul 08, 2013",5311,"5,277.05","5,325.85","5,266.24",16.13M,0.64%
"Jul 09, 2013",5347,"5,310.66","5,355.54","5,306.74",16.30M,0.69%
"Jul 10, 2013",5363,"5,347.48","5,386.86","5,346.54",28.55M,0.28%
"Jul 11, 2013",5385,"5,362.55","5,400.82","5,362.55",11.71M,0.41%
"Jul 12, 2013",5417,"5,384.51","5,425.64","5,362.35",17.75M,0.59%
"Jul 15, 2013",5442,"5,416.53","5,447.26","5,407.18",13.05M,0.47%
"Jul 16, 2013",5415,"5,442.19","5,455.92","5,396.18",7.08M,-0.51%
"Jul 17, 2013",5400,"5,414.53","5,418.85","5,384.44",18.72M,-0.27%
"Jul 18, 2013",5430,"5,399.66","5,433.65","5,363.70",10.84M,0.57%
"Jul 19, 2013",5427,"5,430.34","5,435.46","5,401.04",8.55M,-0.07%
"Jul 22, 2013",5396,"5,426.50","5,432.87","5,393.88",3.94M,-0.56%
"Jul 23, 2013",5421,"5,395.94","5,425.86","5,395.94",14.59M,0.46%
"Jul 24, 2013",5414,"5,420.86","5,420.86","5,371.93",9.63M,-0.12%
"Jul 25, 2013",5362,"5,414.13","5,414.13","5,360.40",5.62M,-0.97%
"Jul 26, 2013",5381,"5,361.66","5,386.70","5,358.36",5.35M,0.36%
"Jul 29, 2013",5383,"5,380.97","5,389.84","5,347.70",11.65M,0.04%
"Jul 30, 2013",5398,"5,383.23","5,426.41","5,373.69",9.48M,0.28%
"Jul 31, 2013",5404,"5,398.42","5,423.75","5,389.66",8.74M,0.10%
"Aug 01, 2013",5487,"5,403.60","5,488.94","5,402.15",23.57M,1.55%
"Aug 02, 2013",5511,"5,487.26","5,512.72","5,471.85",17.77M,0.43%
"Aug 05, 2013",5582,"5,511.03","5,584.02","5,500.27",6.14M,1.29%
"Aug 06, 2013",5646,"5,582.12","5,647.86","5,545.75",20.10M,1.14%
"Aug 07, 2013",5754,"5,645.59","5,754.48","5,628.67",21.10M,1.93%
"Aug 08, 2013",5790,"5,754.48","5,816.66","5,754.48",26.20M,0.61%
"Aug 09, 2013",5750,"5,789.79","5,801.27","5,726.69",13.84M,-0.69%
"Aug 12, 2013",5761,"5,749.83","5,768.93","5,726.24",16.38M,0.20%
"Aug 13, 2013",5849,"5,761.45","5,849.31","5,761.23",21.14M,1.52%
"Aug 14, 2013",5870,"5,849.07","5,901.10","5,849.07",15.51M,0.37%
"Aug 16, 2013",5885,"5,870.47","5,905.63","5,833.91",22.45M,0.24%
"Aug 19, 2013",5934,"5,884.75","5,934.70","5,879.49",12.84M,0.83%
"Aug 20, 2013",5904,"5,933.73","5,936.00","5,874.97",20.87M,-0.51%
"Aug 21, 2013",5898,"5,903.55","5,906.74","5,877.24",6.74M,-0.09%
"Aug 22, 2013",5946,"5,898.10","5,954.00","5,890.84",17.86M,0.82%
"Aug 23, 2013",5953,"5,946.32","5,974.52","5,923.56",8.18M,0.10%
"Aug 26, 2013",5923,"5,952.55","5,960.74","5,912.28",10.08M,-0.49%
"Aug 27, 2013",5838,"5,923.21","5,923.21","5,834.84",21.30M,-1.43%
"Aug 28, 2013",5773,"5,838.33","5,838.33","5,752.93",23.05M,-1.12%
"Aug 29, 2013",5789,"5,773.18","5,823.65","5,771.04",15.24M,0.27%
"Aug 30, 2013",5801,"5,788.65","5,809.22","5,776.54",11.01M,0.21%
"Sep 02, 2013",5841,"5,800.56","5,859.73","5,800.56",2.82M,0.70%
"Sep 03, 2013",5793,"5,841.16","5,855.59","5,792.90",8.77M,-0.83%
"Sep 04, 2013",5764,"5,792.90","5,799.99","5,763.45",13.19M,-0.50%
"Sep 05, 2013",5758,"5,763.69","5,793.10","5,747.19",8.24M,-0.09%
"Sep 06, 2013",5744,"5,758.32","5,759.25","5,715.56",15.45M,-0.25%
"Sep 09, 2013",5730,"5,743.79","5,744.28","5,709.30",4.26M,-0.25%
"Sep 10, 2013",5754,"5,729.50","5,775.11","5,729.50",11.84M,0.42%
"Sep 11, 2013",5775,"5,753.51","5,774.87","5,727.83",38.48M,0.37%
"Sep 12, 2013",5800,"5,774.87","5,811.12","5,761.95",4.12M,0.44%
"Sep 13, 2013",5848,"5,800.15","5,847.70","5,798.04",17.23M,0.82%
"Sep 16, 2013",5833,"5,847.70","5,869.63","5,815.82",10.86M,-0.25%
"Sep 17, 2013",5825,"5,833.22","5,842.35","5,814.41",9.06M,-0.14%
"Sep 18, 2013",5825,"5,824.78","5,840.54","5,806.41",6.98M,0.00%
"Sep 19, 2013",5890,"5,824.75","5,889.63","5,824.75",22.50M,1.11%
"Sep 20, 2013",5866,"5,889.63","5,890.18","5,836.23",13.19M,-0.41%
"Sep 23, 2013",5931,"5,865.72","5,937.11","5,847.26",21.59M,1.12%
"Sep 24, 2013",5916,"5,931.35","5,968.50","5,916.44",22.55M,-0.25%
"Sep 25, 2013",6059,"5,916.44","6,062.99","5,916.44",27.11M,2.42%
"Sep 26, 2013",6069,"6,059.49","6,109.87","6,035.51",21.11M,0.16%
"Sep 27, 2013",6066,"6,069.17","6,094.59","6,048.41",23.43M,-0.05%
"Sep 30, 2013",6042,"6,066.16","6,079.10","6,006.21",24.58M,-0.39%
"Oct 01, 2013",6018,"6,042.32","6,055.06","5,999.77",18.08M,-0.41%
"Oct 02, 2013",6030,"6,017.68","6,034.62","6,002.29",8.09M,0.20%
"Oct 03, 2013",6047,"6,029.94","6,048.19","6,010.61",24.62M,0.29%
"Oct 04, 2013",6059,"6,047.36","6,067.93","6,018.36",17.25M,0.20%
"Oct 07, 2013",6010,"6,059.25","6,074.01","5,995.22",4.65M,-0.81%
"Oct 08, 2013",5984,"6,010.05","6,010.05","5,973.48",11.47M,-0.44%
"Oct 09, 2013",5960,"5,983.54","5,998.11","5,949.33",15.19M,-0.40%
"Oct 10, 2013",6039,"5,959.54","6,071.67","5,959.54",51.91M,1.33%
"Oct 11, 2013",5990,"6,038.62","6,063.74","5,978.96",55.60M,-0.80%
"Oct 14, 2013",5967,"5,990.19","6,004.99","5,947.50",11.56M,-0.38%
"Oct 15, 2013",6008,"5,967.24","6,026.15","5,948.40",7.90M,0.68%
"Oct 16, 2013",6045,"6,008.07","6,045.43","5,984.09",10.83M,0.61%
"Oct 17, 2013",6033,"6,044.98","6,076.94","6,022.13",15.69M,-0.20%
"Oct 18, 2013",5973,"6,032.99","6,032.99","5,944.99",-,-0.99%
"Oct 21, 2013",5932,"5,973.22","5,974.90","5,902.14",13.32M,-0.68%
"Oct 22, 2013",5924,"5,932.47","5,939.77","5,904.77",14.26M,-0.15%
"Oct 23, 2013",5925,"5,923.75","5,933.37","5,905.52",9.06M,0.02%
"Oct 24, 2013",5965,"5,924.89","5,964.66","5,917.98",5.14M,0.67%
"Oct 25, 2013",5974,"5,964.66","5,980.05","5,945.39",5.83M,0.16%
"Oct 28, 2013",5932,"5,974.10","6,010.08","5,916.73",8.68M,-0.70%
"Oct 29, 2013",6041,"5,932.14","6,040.69","5,930.40",23.16M,1.83%
"Oct 30, 2013",6036,"6,040.69","6,063.98","6,036.04",8.81M,-0.08%
"Oct 31, 2013",6066,"6,036.04","6,069.80","6,030.62",23.61M,0.50%
"Nov 01, 2013",6120,"6,066.31","6,125.05","6,066.31",18.69M,0.88%
"Nov 04, 2013",6186,"6,119.59","6,199.80","6,116.91",42.56M,1.09%
"Nov 05, 2013",6226,"6,186.41","6,247.42","6,186.41",30.73M,0.64%
"Nov 06, 2013",6286,"6,226.28","6,290.45","6,226.28",-,0.95%
"Nov 07, 2013",6234,"6,285.53","6,286.47","6,220.74",19.26M,-0.82%
"Nov 08, 2013",6195,"6,234.28","6,239.32","6,168.36",17.49M,-0.63%
"Nov 11, 2013",6178,"6,194.91","6,199.46","6,157.33",9.73M,-0.28%
"Nov 12, 2013",6176,"6,177.56","6,209.07","6,169.97",10.24M,-0.03%
"Nov 13, 2013",6068,"6,175.55","6,176.22","6,063.27",68.71M,-1.73%
"Nov 14, 2013",6101,"6,068.48","6,147.56","6,061.70",64.05M,0.54%
"Nov 15, 2013",6124,"6,101.23","6,139.15","6,101.23",32.85M,0.37%
"Nov 18, 2013",6136,"6,123.89","6,150.22","6,116.46",43.38M,0.19%
"Nov 19, 2013",6193,"6,135.53","6,192.99","6,135.53",33.61M,0.94%
"Nov 20, 2013",6176,"6,192.99","6,205.07","6,172.57",14.89M,-0.27%
"Nov 21, 2013",6184,"6,175.96","6,185.76","6,123.05",17.82M,0.13%
"Nov 22, 2013",6207,"6,183.85","6,207.19","6,174.80",7.11M,0.38%
"Nov 25, 2013",6226,"6,207.19","6,230.00","6,192.17",58.53M,0.30%
"Nov 26, 2013",6194,"6,225.59","6,228.58","6,189.82",36.33M,-0.51%
"Nov 27, 2013",6219,"6,193.67","6,223.57","6,189.58",30.04M,0.40%
"Nov 28, 2013",6276,"6,218.58","6,279.46","6,218.58",28.91M,0.93%
"Nov 29, 2013",6335,"6,276.37","6,335.09","6,258.22",48.36M,0.94%
"Dec 02, 2013",6387,"6,335.09","6,415.90","6,331.88",40.37M,0.82%
"Dec 03, 2013",6384,"6,387.08","6,394.62","6,345.32",29.48M,-0.05%
"Dec 04, 2013",6357,"6,383.91","6,392.83","6,335.44",25.85M,-0.43%
"Dec 05, 2013",6363,"6,356.67","6,380.67","6,346.03",21.48M,0.10%
"Dec 06, 2013",6360,"6,362.87","6,371.72","6,340.30",20.79M,-0.05%
"Dec 09, 2013",6356,"6,359.51","6,379.62","6,322.47",54.12M,-0.06%
"Dec 10, 2013",6226,"6,355.81","6,355.81","6,224.82",52.48M,-2.04%
"Dec 11, 2013",6261,"6,226.23","6,261.00","6,215.16",22.43M,0.56%
"Dec 12, 2013",6272,"6,261.00","6,305.39","6,253.81",37.71M,0.18%
"Dec 13, 2013",6295,"6,272.47","6,295.38","6,255.73",19.67M,0.37%
"Dec 16, 2013",6310,"6,295.38","6,310.08","6,279.59",27.11M,0.23%
"Dec 17, 2013",6310,"6,310.08","6,315.42","6,280.45",33.50M,0.00%
"Dec 18, 2013",6298,"6,310.32","6,317.80","6,279.67",32.57M,-0.20%
"Dec 19, 2013",6372,"6,297.63","6,372.81","6,297.63",19.98M,1.18%
"Dec 20, 2013",6377,"6,371.82","6,398.28","6,362.23",13.04M,0.08%
"Dec 23, 2013",6416,"6,376.63","6,419.04","6,348.49",8.88M,0.62%
"Dec 27, 2013",6478,"6,416.22","6,481.69","6,416.22",6.02M,0.96%
"Dec 30, 2013",6494,"6,477.94","6,502.72","6,477.94",9.71M,0.24%
"Jan 03, 2014",6485,"6,493.79","6,508.44","6,478.64",10.98M,-0.13%
"Jan 06, 2014",6459,"6,485.42","6,508.66","6,433.93",3.24M,-0.41%
"Jan 07, 2014",6500,"6,458.51","6,500.03","6,456.47",12.44M,0.64%
"Jan 08, 2014",6550,"6,500.03","6,553.59","6,499.41",20.31M,0.77%
"Jan 09, 2014",6572,"6,549.82","6,574.85","6,549.76",15.04M,0.34%
"Jan 10, 2014",6600,"6,572.23","6,610.45","6,572.23",9.01M,0.42%
"Jan 13, 2014",6570,"6,599.76","6,603.34","6,569.92",15.46M,-0.45%
"Jan 14, 2014",6508,"6,570.35","6,570.35","6,507.43",9.83M,-0.94%
"Jan 15, 2014",6526,"6,508.48","6,548.89","6,508.29",12.79M,0.27%
"Jan 16, 2014",6540,"6,526.26","6,540.70","6,508.11",12.08M,0.21%
"Jan 17, 2014",6560,"6,539.82","6,559.86","6,517.33",12.92M,0.31%
"Jan 20, 2014",6559,"6,559.86","6,578.81","6,548.16",11.39M,-0.02%
"Jan 21, 2014",6567,"6,558.65","6,590.35","6,545.41",13.28M,0.13%
"Jan 22, 2014",6578,"6,567.17","6,587.45","6,562.39",11.33M,0.16%
"Jan 23, 2014",6570,"6,577.69","6,580.73","6,544.30",6.57M,-0.12%
"Jan 24, 2014",6494,"6,569.54","6,571.00","6,487.93",16.16M,-1.16%
"Jan 27, 2014",6482,"6,493.57","6,498.03","6,395.01",9.47M,-0.17%
"Jan 28, 2014",6490,"6,482.44","6,514.68","6,478.06",9.30M,0.11%
"Jan 29, 2014",6447,"6,489.52","6,516.12","6,413.78",19.08M,-0.66%
"Jan 30, 2014",6429,"6,446.84","6,446.84","6,385.13",11.53M,-0.28%
"Jan 31, 2014",6379,"6,428.63","6,457.68","6,357.99",21.83M,-0.77%
"Feb 03, 2014",6434,"6,378.98","6,440.39","6,284.26",20.67M,0.87%
"Feb 04, 2014",6360,"6,434.39","6,434.39","6,293.95",5.88M,-1.15%
"Feb 05, 2014",6347,"6,360.21","6,394.58","6,343.24",5.31M,-0.21%
"Feb 06, 2014",6372,"6,346.57","6,373.81","6,338.36",12.63M,0.40%
"Feb 07, 2014",6370,"6,371.90","6,388.02","6,358.05",22.26M,-0.04%
"Feb 10, 2014",6340,"6,369.56","6,379.51","6,340.12",6.86M,-0.46%
"Feb 11, 2014",6342,"6,340.12","6,373.21","6,335.99",5.64M,0.03%
"Feb 12, 2014",6327,"6,341.98","6,341.98","6,292.71",8.42M,-0.24%
"Feb 13, 2014",6361,"6,326.70","6,361.39","6,311.34",7.33M,0.55%
"Feb 14, 2014",6374,"6,361.39","6,404.54","6,344.70",16.48M,0.20%
"Feb 17, 2014",6416,"6,374.07","6,421.48","6,374.07",8.35M,0.67%
"Feb 18, 2014",6423,"6,416.47","6,447.28","6,405.81",5.04M,0.10%
"Feb 19, 2014",6432,"6,423.04","6,474.37","6,423.04",10.22M,0.13%
"Feb 20, 2014",6421,"6,431.60","6,437.89","6,396.07",8.39M,-0.16%
"Feb 21, 2014",6484,"6,421.36","6,484.89","6,420.03",6.75M,0.98%
"Feb 24, 2014",6475,"6,484.45","6,502.22","6,468.63",11.08M,-0.15%
"Feb 25, 2014",6481,"6,474.67","6,509.37","6,462.80",21.66M,0.09%
"Feb 26, 2014",6373,"6,480.68","6,480.68","6,372.95",19.14M,-1.66%
"Feb 27, 2014",6375,"6,372.95","6,389.13","6,356.63",10.90M,0.02%
"Feb 28, 2014",6436,"6,374.54","6,435.58","6,374.54",12.32M,0.96%
"Mar 03, 2014",6191,"6,435.58","6,435.58","6,190.96",38.42M,-3.80%
"Mar 04, 2014",6305,"6,190.96","6,306.44","6,190.96",17.79M,1.85%
"Mar 05, 2014",6332,"6,305.44","6,345.92","6,305.44",14.20M,0.41%
"Mar 06, 2014",6389,"6,331.53","6,398.37","6,331.53",6.83M,0.91%
"Mar 07, 2014",6378,"6,389.20","6,408.26","6,363.98",15.75M,-0.18%
"Mar 10, 2014",6324,"6,377.61","6,380.47","6,324.13",3.88M,-0.84%
"Mar 11, 2014",6329,"6,324.13","6,349.44","6,321.15",5.15M,0.07%
"Mar 12, 2014",6256,"6,328.56","6,333.29","6,236.64",12.09M,-1.15%
"Mar 13, 2014",6229,"6,255.62","6,255.62","6,200.19",19.18M,-0.43%
"Mar 14, 2014",6136,"6,228.95","6,228.95","6,110.93",6.95M,-1.50%
"Mar 17, 2014",6243,"6,135.55","6,242.63","6,134.06",16.88M,1.75%
"Mar 18, 2014",6277,"6,242.63","6,276.74","6,241.41",18.88M,0.54%
"Mar 19, 2014",6272,"6,276.65","6,287.02","6,257.61",9.18M,-0.07%
"Mar 20, 2014",6291,"6,272.32","6,291.44","6,254.20",7.13M,0.30%
"Mar 21, 2014",6239,"6,291.44","6,308.15","6,211.62",5.82M,-0.83%
"Mar 24, 2014",6267,"6,239.38","6,292.56","6,216.66",7.74M,0.44%
"Mar 25, 2014",6249,"6,266.60","6,288.83","6,240.89",7.83M,-0.29%
"Mar 26, 2014",6317,"6,248.65","6,317.11","6,248.65",24.91M,1.10%
"Mar 27, 2014",6334,"6,317.11","6,333.65","6,305.69",11.64M,0.26%
"Mar 28, 2014",6331,"6,333.65","6,368.35","6,331.09",12.71M,-0.04%
"Mar 31, 2014",6324,"6,331.09","6,350.96","6,322.18",27.30M,-0.12%
"Apr 01, 2014",6359,"6,323.74","6,359.21","6,321.81",8.30M,0.56%
"Apr 02, 2014",6432,"6,359.05","6,431.97","6,355.58",15.29M,1.15%
"Apr 03, 2014",6458,"6,431.97","6,457.69","6,407.80",8.61M,0.40%
"Apr 04, 2014",6452,"6,457.69","6,460.12","6,428.21",9.43M,-0.09%
"Apr 07, 2014",6462,"6,451.61","6,461.88","6,427.59",5.11M,0.16%
"Apr 08, 2014",6449,"6,461.88","6,482.97","6,430.50",8.10M,-0.19%
"Apr 09, 2014",6460,"6,449.41","6,466.88","6,425.82",7.16M,0.17%
"Apr 10, 2014",6472,"6,460.13","6,486.70","6,458.31",9.22M,0.19%
"Apr 11, 2014",6435,"6,472.11","6,476.13","6,431.06",16.67M,-0.57%
"Apr 14, 2014",6409,"6,435.31","6,454.55","6,407.59",7.00M,-0.41%
"Apr 15, 2014",6490,"6,409.20","6,489.77","6,408.96",9.24M,1.26%
"Apr 16, 2014",6498,"6,489.77","6,499.41","6,475.81",7.71M,0.12%
"Apr 17, 2014",6500,"6,497.88","6,501.03","6,471.01",5.13M,0.04%
"Apr 18, 2014",6492,"6,500.30","6,503.99","6,478.14",1.93M,-0.14%
"Apr 22, 2014",6513,"6,491.51","6,514.07","6,482.03",7.16M,0.33%
"Apr 23, 2014",6510,"6,513.09","6,531.13","6,501.40",12.24M,-0.05%
"Apr 24, 2014",6480,"6,509.83","6,517.80","6,463.66",18.72M,-0.46%
"Apr 25, 2014",6417,"6,479.57","6,479.57","6,413.82",13.23M,-0.96%
"Apr 28, 2014",6332,"6,417.32","6,419.19","6,329.19",7.73M,-1.33%
"Apr 29, 2014",6328,"6,331.79","6,337.05","6,317.61",8.80M,-0.05%
"Apr 30, 2014",6424,"6,328.45","6,425.05","6,328.45",10.97M,1.52%
"May 02, 2014",6432,"6,424.43","6,442.07","6,415.53",27.46M,0.12%
"May 05, 2014",6401,"6,432.35","6,443.04","6,389.96",8.40M,-0.48%
"May 06, 2014",6424,"6,401.39","6,432.06","6,401.39",15.63M,0.35%
"May 07, 2014",6475,"6,423.66","6,479.60","6,419.47",13.24M,0.80%
"May 08, 2014",6551,"6,475.30","6,550.92","6,457.15",16.47M,1.17%
"May 09, 2014",6609,"6,550.92","6,608.75","6,547.56",13.25M,0.88%
"May 12, 2014",6606,"6,608.75","6,621.89","6,582.11",8.33M,-0.04%
"May 13, 2014",6589,"6,605.86","6,610.06","6,582.53",17.37M,-0.26%
"May 14, 2014",6464,"6,588.84","6,591.08","6,432.47",12.37M,-1.90%
"May 15, 2014",6426,"6,463.65","6,495.38","6,418.16",11.54M,-0.58%
"May 16, 2014",6428,"6,426.35","6,472.17","6,379.75",15.47M,0.03%
"May 19, 2014",6457,"6,428.33","6,456.60","6,389.57",11.03M,0.44%
"May 20, 2014",6439,"6,456.60","6,456.60","6,407.17",7.48M,-0.27%
"May 21, 2014",6360,"6,439.26","6,448.06","6,360.43",9.66M,-1.22%
"May 22, 2014",6377,"6,360.43","6,409.22","6,360.43",12.33M,0.26%
"May 23, 2014",6448,"6,376.79","6,453.57","6,371.75",22.42M,1.12%
"May 26, 2014",6489,"6,448.25","6,491.94","6,429.94",12.35M,0.63%
"May 27, 2014",6523,"6,488.91","6,552.92","6,476.56",11.14M,0.53%
"May 28, 2014",6556,"6,523.21","6,593.79","6,514.24",17.45M,0.51%
"May 29, 2014",6662,"6,556.44","6,666.90","6,546.57",13.24M,1.61%
"May 30, 2014",6723,"6,662.20","6,722.53","6,660.62",34.76M,0.91%
"Jun 02, 2014",6684,"6,722.53","6,723.50","6,684.33",18.53M,-0.57%
"Jun 03, 2014",6657,"6,684.33","6,697.89","6,644.06",8.67M,-0.41%
"Jun 04, 2014",6641,"6,656.79","6,665.44","6,615.67",8.72M,-0.24%
"Jun 05, 2014",6643,"6,640.50","6,647.62","6,622.35",7.18M,0.04%
"Jun 06, 2014",6693,"6,643.27","6,693.39","6,627.09",10.03M,0.74%
"Jun 10, 2014",6746,"6,692.60","6,748.48","6,664.78",18.93M,0.80%
"Jun 11, 2014",6779,"6,746.40","6,778.60","6,739.28",18.65M,0.48%
"Jun 12, 2014",6912,"6,778.60","6,911.63","6,734.02",13.66M,1.96%
"Jun 13, 2014",6915,"6,911.63","6,934.23","6,852.44",10.36M,0.05%
"Jun 16, 2014",6861,"6,914.76","6,914.76","6,829.12",4.88M,-0.77%
"Jun 17, 2014",6738,"6,861.44","6,877.97","6,737.76",16.52M,-1.80%
"Jun 18, 2014",6779,"6,737.76","6,779.37","6,729.01",14.61M,0.62%
"Jun 19, 2014",6754,"6,779.37","6,804.61","6,739.26",18.45M,-0.37%
"Jun 20, 2014",6748,"6,754.27","6,794.99","6,744.17",20.24M,-0.10%
"Jun 23, 2014",6761,"6,747.78","6,769.43","6,747.18",12.90M,0.19%
"Jun 24, 2014",6810,"6,760.77","6,821.39","6,755.03",22.73M,0.72%
"Jun 25, 2014",6858,"6,809.69","6,867.25","6,788.53",24.85M,0.70%
"Jun 26, 2014",6851,"6,857.69","6,871.89","6,837.17",18.40M,-0.10%
"Jun 27, 2014",6878,"6,850.87","6,886.04","6,837.71",18.04M,0.40%
"Jun 30, 2014",7014,"6,878.47","7,014.98","6,878.47",22.87M,1.97%
"Jul 01, 2014",7022,"7,013.74","7,034.10","7,007.81",26.86M,0.12%
"Jul 02, 2014",7078,"7,022.19","7,114.23","7,022.16",26.30M,0.80%
"Jul 03, 2014",7061,"7,078.09","7,099.70","7,048.02",17.91M,-0.24%
"Jul 04, 2014",7015,"7,061.06","7,061.07","7,000.02",11.39M,-0.65%
"Jul 07, 2014",6966,"7,015.24","7,046.48","6,939.13",14.73M,-0.70%
"Jul 08, 2014",6913,"6,966.21","6,966.21","6,899.61",9.18M,-0.77%
"Jul 09, 2014",6853,"6,912.66","6,941.51","6,853.19",9.69M,-0.86%
"Jul 10, 2014",6803,"6,853.19","6,870.12","6,722.65",10.32M,-0.73%
"Jul 11, 2014",6850,"6,803.19","6,873.09","6,782.58",5.86M,0.69%
"Jul 14, 2014",6948,"6,850.03","6,947.65","6,850.03",8.38M,1.43%
"Jul 15, 2014",6934,"6,947.65","6,967.51","6,885.20",17.30M,-0.20%
"Jul 16, 2014",6955,"6,933.56","6,961.86","6,904.23",17.45M,0.31%
"Jul 17, 2014",6926,"6,955.19","6,958.17","6,921.11",9.85M,-0.42%
"Jul 18, 2014",6876,"6,926.23","6,926.23","6,865.64",3.27M,-0.72%
"Jul 21, 2014",6870,"6,876.04","6,876.04","6,842.88",3.85M,-0.08%
"Jul 22, 2014",6896,"6,870.48","6,907.37","6,860.32",9.99M,0.38%
"Jul 23, 2014",6928,"6,896.38","6,939.33","6,896.38",15.04M,0.46%
"Jul 24, 2014",6955,"6,928.24","6,957.83","6,925.01",4.49M,0.39%
"Jul 25, 2014",6955,"6,955.11","6,983.89","6,933.10",10.23M,0.00%
"Jul 28, 2014",6895,"6,954.88","6,954.88","6,892.54",2.92M,-0.86%
"Jul 29, 2014",6893,"6,895.18","6,914.82","6,878.93",4.51M,-0.03%
"Jul 30, 2014",6936,"6,892.89","6,940.02","6,860.68",6.20M,0.62%
"Jul 31, 2014",6919,"6,935.73","6,947.97","6,904.26",9.81M,-0.24%
"Aug 01, 2014",6940,"6,918.97","6,939.99","6,877.86",15.29M,0.30%
"Aug 04, 2014",6956,"6,939.99","6,969.95","6,936.38",14.56M,0.23%
"Aug 05, 2014",6980,"6,955.91","6,983.76","6,955.91",5.78M,0.35%
"Aug 06, 2014",6964,"6,980.25","6,992.95","6,949.27",9.75M,-0.23%
"Aug 07, 2014",6949,"6,964.16","6,991.23","6,942.28",23.40M,-0.21%
"Aug 08, 2014",6915,"6,949.23","6,951.91","6,915.40",9.08M,-0.49%
"Aug 11, 2014",6947,"6,915.40","6,971.77","6,915.40",4.64M,0.45%
"Aug 12, 2014",6968,"6,946.58","6,972.55","6,924.44",13.02M,0.31%
"Aug 13, 2014",6995,"6,968.46","7,004.81","6,959.43",39.06M,0.38%
"Aug 14, 2014",6983,"6,994.64","7,016.59","6,979.02",18.26M,-0.17%
"Aug 18, 2014",7067,"6,982.90","7,067.33","6,982.32",10.99M,1.21%
"Aug 19, 2014",7059,"7,067.33","7,075.11","7,029.44",14.66M,-0.11%
"Aug 20, 2014",7074,"7,059.41","7,075.99","7,045.10",4.14M,0.21%
"Aug 21, 2014",7090,"7,074.47","7,090.41","7,035.31",8.11M,0.23%
"Aug 22, 2014",7039,"7,090.41","7,094.45","7,021.23",5.40M,-0.72%
