Date,Close,Open,High,Low,Vol.,Change %
"May 03, 2012",13207,"13,267.59","13,284.09","13,175.64",102.09M,-0.47%
"May 04, 2012",13038,"13,204.62","13,205.00","13,022.34",113.79M,-1.27%
"May 07, 2012",13009,"13,035.85","13,049.09","12,970.00",110.08M,-0.23%
"May 08, 2012",12932,"13,000.73","13,000.73","12,810.39",138.62M,-0.59%
"May 09, 2012",12835,"12,921.81","12,921.81","12,748.48",147.46M,-0.75%
"May 10, 2012",12855,"12,831.58","12,931.71","12,820.30",151.65M,0.16%
"May 11, 2012",12821,"12,851.79","12,918.01","12,779.28",148.37M,-0.27%
"May 14, 2012",12695,"12,818.49","12,818.86","12,661.48",143.19M,-0.98%
"May 15, 2012",12632,"12,695.05","12,758.43","12,608.16",156.06M,-0.50%
"May 16, 2012",12599,"12,617.32","12,722.63","12,597.34",143.13M,-0.26%
"May 17, 2012",12442,"12,598.32","12,611.42","12,440.52",147.43M,-1.24%
"May 18, 2012",12369,"12,443.02","12,492.97","12,336.76",240.72M,-0.59%
"May 21, 2012",12504,"12,369.15","12,508.11","12,367.72",142.11M,1.09%
"May 22, 2012",12503,"12,505.38","12,575.96","12,447.33",133.65M,-0.01%
"May 23, 2012",12496,"12,501.52","12,508.30","12,311.56",152.19M,-0.05%
"May 24, 2012",12530,"12,491.91","12,539.59","12,419.63",126.81M,0.27%
"May 25, 2012",12455,"12,530.74","12,533.12","12,421.53",93.00M,-0.60%
"May 29, 2012",12581,"12,454.83","12,611.61","12,454.60",107.51M,1.01%
"May 30, 2012",12420,"12,579.02","12,579.10","12,396.40",122.83M,-1.28%
"May 31, 2012",12393,"12,414.41","12,489.87","12,316.48",205.14M,-0.21%
"Jun 01, 2012",12119,"12,391.56","12,391.63","12,107.48",162.94M,-2.22%
"Jun 04, 2012",12101,"12,119.85","12,143.69","12,035.09",126.44M,-0.14%
"Jun 05, 2012",12128,"12,101.08","12,147.55","12,072.17",108.97M,0.22%
"Jun 06, 2012",12415,"12,125.00","12,414.79","12,125.00",140.11M,2.37%
"Jun 07, 2012",12461,"12,416.53","12,555.26","12,416.53",131.15M,0.37%
"Jun 08, 2012",12554,"12,460.81","12,554.20","12,398.44",111.81M,0.75%
"Jun 11, 2012",12411,"12,553.81","12,650.47","12,398.48",121.06M,-1.14%
"Jun 12, 2012",12574,"12,412.07","12,577.02","12,411.91",111.36M,1.31%
"Jun 13, 2012",12496,"12,566.38","12,598.25","12,453.69",125.78M,-0.62%
"Jun 14, 2012",12652,"12,497.89","12,698.68","12,497.66",128.64M,1.24%
"Jun 15, 2012",12767,"12,652.21","12,774.70","12,651.38",284.29M,0.91%
"Jun 18, 2012",12742,"12,767.02","12,781.93","12,696.18",111.28M,-0.20%
"Jun 19, 2012",12837,"12,744.62","12,898.94","12,744.47",125.18M,0.75%
"Jun 20, 2012",12824,"12,837.10","12,877.18","12,744.92",119.11M,-0.10%
"Jun 21, 2012",12574,"12,823.10","12,857.39","12,561.46",146.75M,-1.96%
"Jun 22, 2012",12641,"12,574.82","12,674.08","12,574.67",209.99M,0.53%
"Jun 25, 2012",12503,"12,639.80","12,639.87","12,458.01",134.09M,-1.09%
"Jun 26, 2012",12535,"12,503.57","12,576.41","12,452.03",109.28M,0.26%
"Jun 27, 2012",12627,"12,532.93","12,646.87","12,532.71",97.95M,0.74%
"Jun 28, 2012",12602,"12,626.25","12,626.25","12,450.17",125.87M,-0.20%
"Jun 29, 2012",12880,"12,604.60","12,880.39","12,604.53",191.63M,2.20%
"Jul 02, 2012",12871,"12,879.71","12,902.12","12,795.48",109.64M,-0.07%
"Jul 03, 2012",12944,"12,868.06","12,946.20","12,845.28",63.85M,0.56%
